formula_id,spec,semantics,algorithm,mode,n_samples,m_runs,avg_total_s,avg_per_sample_s,avg_per_sample_us,benchmark_kind,interval_len
4,"(x < 0.0) U[0,1400] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.290750888480,0.000014537544,14.537544,general,1400
4,"(x < 0.0) U[0,1500] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.307181525100,0.000015359076,15.359076,general,1500
4,"(x < 0.0) U[0,1600] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.324300091620,0.000016215005,16.215005,general,1600
4,"(x < 0.0) U[0,1700] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.339569317520,0.000016978466,16.978466,general,1700
4,"(x < 0.0) U[0,1800] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.356219780820,0.000017810989,17.810989,general,1800
4,"(x < 0.0) U[0,1900] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.372826148320,0.000018641307,18.641307,general,1900
4,"(x < 0.0) U[0,2000] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.389103158340,0.000019455158,19.455158,general,2000
4,"(x < 0.0) U[0,2100] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.411239705820,0.000020561985,20.561985,general,2100
4,"(x < 0.0) U[0,2200] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.428884100880,0.000021444205,21.444205,general,2200
4,"(x < 0.0) U[0,2300] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.446524592540,0.000022326230,22.326230,general,2300
4,"(x < 0.0) U[0,2400] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.462451369180,0.000023122568,23.122568,general,2400
4,"(x < 0.0) U[0,2500] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.478091427480,0.000023904571,23.904571,general,2500
4,"(x < 0.0) U[0,2600] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.496851850780,0.000024842593,24.842593,general,2600
4,"(x < 0.0) U[0,2700] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.511241580860,0.000025562079,25.562079,general,2700
4,"(x < 0.0) U[0,2800] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.524226846640,0.000026211342,26.211342,general,2800
4,"(x < 0.0) U[0,2900] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.540646935840,0.000027032347,27.032347,general,2900
4,"(x < 0.0) U[0,3000] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.556785362480,0.000027839268,27.839268,general,3000
4,"(x < 0.0) U[0,3100] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.570618295080,0.000028530915,28.530915,general,3100
4,"(x < 0.0) U[0,3200] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.585897886720,0.000029294894,29.294894,general,3200
4,"(x < 0.0) U[0,3300] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.606745216620,0.000030337261,30.337261,general,3300
4,"(x < 0.0) U[0,3400] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.618769506720,0.000030938475,30.938475,general,3400
4,"(x < 0.0) U[0,3500] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.630975469080,0.000031548773,31.548773,general,3500
4,"(x < 0.0) U[0,3600] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.645965511780,0.000032298276,32.298276,general,3600
4,"(x < 0.0) U[0,3700] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.663944968420,0.000033197248,33.197248,general,3700
4,"(x < 0.0) U[0,3800] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.677184710800,0.000033859236,33.859236,general,3800
4,"(x < 0.0) U[0,3900] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.690601277420,0.000034530064,34.530064,general,3900
