formula_id,spec,semantics,algorithm,mode,n_samples,m_runs,avg_total_s,avg_per_sample_s,avg_per_sample_us,temporal_depth
6,"F[0,4600.0] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.0065189441599977725,3.2594720799988863e-07,0.32594720799988863,4600.0
6,"F[0,4700.0] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.0064644374199906455,3.232218709995323e-07,0.3232218709995323,4700.0
6,"F[0,4800.0] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.006517215759990904,3.2586078799954523e-07,0.3258607879995452,4800.0
6,"F[0,4900.0] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.006607604159989932,3.3038020799949664e-07,0.33038020799949663,4900.0
6,"F[0,5000.0] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.006593131659997198,3.296565829998599e-07,0.3296565829998599,5000.0
1,(x < 0.5) and (x > -0.5),DelayedQualitative,Incremental,online,20000,50,0.004778210879994731,2.3891054399973655e-07,0.23891054399973655,0.0
2,"G[0,1000] (x > 0.5 -> F[0,100] (x < 0.0))",DelayedQualitative,Incremental,online,20000,50,0.00873168660000374,4.3658433000018703e-07,0.43658433000018704,1100.0
3,"(G[0,100] (x < 0.5)) or (G[100,150] (x > 0.0))",DelayedQualitative,Incremental,online,20000,50,0.00827255004001927,4.1362750200096347e-07,0.4136275020009635,150.0
4,"(x < 0.0) U[0,1.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.007455049179993694,3.7275245899968466e-07,0.3727524589996847,1.0
4,"(x < 0.0) U[0,100.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.021485645000007027,1.0742822500003513e-06,1.0742822500003513,100.0
4,"(x < 0.0) U[0,200.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.029802685879994895,1.4901342939997449e-06,1.4901342939997448,200.0
4,"(x < 0.0) U[0,300.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.04010085511999932,2.005042755999966e-06,2.005042755999966,300.0
4,"(x < 0.0) U[0,400.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.04754927491998842,2.377463745999421e-06,2.377463745999421,400.0
4,"(x < 0.0) U[0,500.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.05519583740001053,2.7597918700005266e-06,2.7597918700005266,500.0
4,"(x < 0.0) U[0,600.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.06497218176000388,3.248609088000194e-06,3.248609088000194,600.0
4,"(x < 0.0) U[0,700.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.07341145578000578,3.670572789000289e-06,3.670572789000289,700.0
4,"(x < 0.0) U[0,800.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.0813158258599833,4.0657912929991654e-06,4.065791292999165,800.0
4,"(x < 0.0) U[0,900.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.089166605779983,4.458330288999151e-06,4.458330288999151,900.0
4,"(x < 0.0) U[0,1000.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.09841193165998902,4.920596582999451e-06,4.920596582999451,1000.0
